timestamp,query,latency_ms,cache_hit,num_results
1759992077.362408,credit score tips,17.70,False,5
1759992077.4035578,credit score tips,37.72,False,5
1759992077.44328,credit score tips,32.12,False,5
1759992078.47381,retirement planning,19.15,False,5
1759992078.492564,retirement planning,14.96,False,5
1759992078.512063,retirement planning,15.56,False,5
1759992079.534265,tax filing,16.47,False,5
1759992079.55553,tax filing,17.49,False,5
1759992079.5745401,tax filing,14.94,False,5
1759992080.6008499,invest stocks,14.82,False,5
1759992080.6209788,invest stocks,16.91,False,5
1759992080.640535,invest stocks,15.74,False,5
1759992081.66677,credit score tips,15.78,False,5
1759992081.686379,credit score tips,16.06,False,5
1759992081.7067971,credit score tips,17.15,False,5
1759992082.733393,retirement planning,17.09,False,5
1759992082.7553012,retirement planning,18.61,False,5
1759992082.774942,retirement planning,15.69,False,5
1759992083.811012,tax filing,17.65,False,5
1759992083.8291998,tax filing,14.97,False,5
1759992084.8536818,invest stocks,15.90,False,5
1759992084.872365,invest stocks,14.73,False,5
1759992084.892871,invest stocks,16.67,False,5
1759992085.921816,credit score tips,18.04,False,5
1759992085.941001,credit score tips,14.70,False,5
1759992085.960952,credit score tips,15.73,False,5
1759992086.9880261,retirement planning,17.03,False,5
1759992087.00984,retirement planning,17.47,False,5
1759992087.029332,tax filing,15.35,False,5
1759992088.056382,invest stocks,16.01,False,5
1759992088.075949,invest stocks,14.53,False,5
1759992088.098048,invest stocks,15.03,False,5
1759992089.1220832,credit score tips,16.98,False,5
1759992089.142859,credit score tips,15.71,False,5
1759992089.167478,credit score tips,16.94,False,5
1759992090.192618,retirement planning,14.13,False,5
1759992090.2107038,retirement planning,14.36,False,5
1759992090.229153,retirement planning,14.83,False,5
1759992091.25112,tax filing,14.77,False,5
1759992091.2718642,tax filing,15.75,False,5
1759992091.291224,tax filing,15.54,False,5
1759992092.317767,invest stocks,17.47,False,5
1759992092.3404212,invest stocks,19.32,False,5
1759992092.358808,invest stocks,14.13,False,5
1759992093.3845508,credit score tips,13.93,False,5
1759992093.404948,credit score tips,17.15,False,5
1759992093.422761,credit score tips,13.95,False,5
1759992094.453768,retirement planning,16.98,False,5
1759992094.4791522,retirement planning,20.76,False,5
1759992101.4672,ETF投资策略,103.94,False,10
1759992102.5009332,房贷利率比较,22.59,False,10
1759992102.553526,信用卡债务管理,49.43,False,10
1759992102.5783129,股市技术分析,18.65,False,10
1759992103.6315362,401k退休计划,20.51,False,10
1759992103.6552699,被动收入来源,20.72,False,10
1759992103.674816,股票分红税收,15.77,False,10
1759992104.725169,财务自由规划,14.71,False,10
1759992104.744151,股票分红税收,15.00,False,10
1759992104.764021,房贷利率比较,16.55,False,10
1759992105.8066611,股市技术分析,16.66,False,10
1759992105.8286731,401k退休计划,15.67,False,10
1759992105.8485959,信用卡债务管理,15.93,False,10
1759992106.89292,股票分红税收,16.29,False,10
1759992106.912779,房贷利率比较,16.08,False,10
1759992106.931544,股市技术分析,14.49,False,10
1759992107.9758642,信用卡债务管理,16.98,False,10
1759992107.993942,财务自由规划,14.30,False,10
1759992108.014245,股市技术分析,16.69,False,10
1759992109.07795,401k退休计划,31.21,False,10
1759992109.0779982,股市技术分析,28.79,False,10
1759992109.08033,复利公式计算,33.16,False,10
1759992110.122114,信用卡债务管理,32.02,False,10
1759992110.122575,房贷利率比较,33.03,False,10
1759992110.125598,如何提高信用分,32.68,False,10
1759992111.164932,股市技术分析,28.11,False,10
1759992111.164989,财务自由规划,26.41,False,10
1759992111.167232,房贷利率比较,30.94,False,10
1759992112.2542331,ETF投资策略,75.29,False,10
1759992112.254456,复利公式计算,76.24,False,10
1759992112.254571,房贷利率比较,74.74,False,10
1759992113.29884,股票分红税收,31.45,False,10
1759992113.298899,如何提高信用分,30.56,False,10
1759992113.298944,财务自由规划,31.52,False,10
1759992114.343434,财务自由规划,28.72,False,10
1759992114.34351,股市技术分析,25.95,False,10
1759992114.345284,401k退休计划,31.48,False,10
1759992115.381921,被动收入来源,22.05,False,10
1759992115.382644,房贷利率比较,25.25,False,10
1759992116.425171,股票分红税收,29.16,False,10
1759992116.427546,401k退休计划,30.39,False,10
1759992116.427739,如何提高信用分,32.08,False,10
1759992117.473251,401k退休计划,30.16,False,10
1759992117.4732852,如何提高信用分,33.27,False,10
1759992117.473695,ETF投资策略,34.41,False,10
1759992118.51794,复利公式计算,31.27,False,10
1759992118.517998,信用卡债务管理,31.93,False,10
1759992118.518236,如何提高信用分,33.56,False,10
1759992119.561663,股票分红税收,29.81,False,10
1759992119.561732,房贷利率比较,29.74,False,10
1759992119.56177,财务自由规划,27.94,False,10
1759992120.605781,如何提高信用分,29.97,False,10
1759992120.6063201,如何提高信用分,31.26,False,10
1759992120.6063821,复利公式计算,31.50,False,10
1759992121.647854,股市技术分析,30.26,False,10
1759992121.649887,如何提高信用分,30.49,False,10
1759992121.6503859,房贷利率比较,31.62,False,10
1759992122.694824,被动收入来源,31.83,False,10
1759992122.6951182,信用卡债务管理,32.61,False,10
1759992122.696913,401k退休计划,31.92,False,10
1759992123.973283,信用卡债务管理,88.98,False,10
1759992123.973333,401k退休计划,91.41,False,10
1759992123.9738472,401k退休计划,87.95,False,10
1759992125.0585,被动收入来源,71.72,False,10
1759992125.058617,ETF投资策略,69.10,False,10
1759992125.0594718,房贷利率比较,71.26,False,10
1759992126.098835,被动收入来源,25.30,False,10
1759992126.1000478,复利公式计算,27.32,False,10
1759992127.144752,信用卡债务管理,29.37,False,10
1759992127.144894,ETF投资策略,31.07,False,10
1759992127.145031,401k退休计划,31.38,False,10
1759992128.190357,信用卡债务管理,29.01,False,10
1759992128.1905742,复利公式计算,30.75,False,10
1759992128.190804,房贷利率比较,31.73,False,10
1759992129.2343569,房贷利率比较,31.98,False,10
1759992129.234686,股市技术分析,32.92,False,10
1759992129.234737,股市技术分析,30.24,False,10
1759992130.3069272,被动收入来源,56.71,False,10
1759992130.306977,复利公式计算,55.46,False,10
1759992130.3076942,ETF投资策略,58.96,False,10
1759992131.3554611,401k退休计划,33.73,False,10
1759992131.3555079,复利公式计算,33.99,False,10
1759992131.355718,信用卡债务管理,34.35,False,10
1759992132.397829,股票分红税收,27.97,False,10
1759992132.3978748,复利公式计算,29.52,False,10
1759992132.398272,房贷利率比较,31.25,False,10
1759992133.4409568,财务自由规划,27.32,False,10
1759992133.4415438,被动收入来源,30.04,False,10
1759992133.441931,被动收入来源,29.05,False,10
1759992134.4869308,被动收入来源,33.26,False,10
1759992134.486987,被动收入来源,34.18,False,10
1759992134.487214,股市技术分析,32.42,False,10
1759992135.530339,被动收入来源,29.20,False,10
1759992135.531685,房贷利率比较,31.26,False,10
1759992135.5317671,ETF投资策略,32.81,False,10
1759992136.577806,股市技术分析,32.24,False,10
1759992136.5782762,财务自由规划,33.59,False,10
1759992137.623873,被动收入来源,33.60,False,10
1759992137.623942,股票分红税收,35.34,False,10
1759992137.624176,如何提高信用分,34.53,False,10
1759992138.66879,401k退休计划,33.24,False,10
1759992138.6690502,房贷利率比较,31.74,False,10
1759992138.669184,如何提高信用分,30.26,False,10
1759992139.711679,如何提高信用分,30.82,False,10
1759992139.7117162,ETF投资策略,29.09,False,10
1759992139.711752,信用卡债务管理,30.20,False,10
1759992140.7559822,财务自由规划,29.26,False,10
1759992140.756214,401k退休计划,32.48,False,10
1759992140.756269,股票分红税收,31.62,False,10
1759992141.802152,复利公式计算,33.91,False,10
1759992141.802449,复利公式计算,34.74,False,10
1759992141.802766,股市技术分析,33.75,False,10
1759992142.8455129,财务自由规划,27.94,False,10
1759992142.8457758,信用卡债务管理,29.55,False,10
1759992142.846118,复利公式计算,30.49,False,10
1759992143.890232,复利公式计算,29.46,False,10
1759992143.890501,信用卡债务管理,30.41,False,10
1759992143.8910809,如何提高信用分,31.96,False,10
1759992144.940576,401k退休计划,35.03,False,10
1759992144.9412632,股票分红税收,34.12,False,10
1759992144.941301,ETF投资策略,35.17,False,10
1759992145.9888031,股市技术分析,31.44,False,10
1759992145.989224,ETF投资策略,34.68,False,10
1759992145.989301,房贷利率比较,33.36,False,10
1759992147.024632,股市技术分析,21.26,False,10
1759992147.0248818,房贷利率比较,24.19,False,10
1759992148.066402,股市技术分析,27.32,False,10
1759992148.06685,复利公式计算,30.20,False,10
1759992148.067234,财务自由规划,31.05,False,10
1759992149.1442518,信用卡债务管理,64.92,False,10
1759992149.1443021,信用卡债务管理,66.61,False,10
1759992149.1444569,财务自由规划,67.76,False,10
1759992150.1908832,股市技术分析,32.95,False,10
1759992150.193675,被动收入来源,34.58,False,10
1759992150.194038,如何提高信用分,36.66,False,10
1759992151.23568,被动收入来源,29.68,False,10
1759992151.235723,复利公式计算,32.35,False,10
1759992151.237257,房贷利率比较,32.47,False,10
1759992152.2803142,ETF投资策略,28.92,False,10
1759992152.280363,被动收入来源,30.82,False,10
1759992152.2805882,复利公式计算,30.98,False,10
1759992153.324057,如何提高信用分,30.85,False,10
1759992153.3241038,财务自由规划,29.32,False,10
1759992153.324484,信用卡债务管理,30.56,False,10
1759992154.414442,股票分红税收,76.90,False,10
1759992154.414473,信用卡债务管理,75.55,False,10
1759992154.4147258,401k退休计划,75.48,False,10
1759992155.4547641,财务自由规划,32.47,False,10
1759992155.4548109,信用卡债务管理,30.44,False,10
1759992155.456442,房贷利率比较,31.11,False,10
1759992156.4976242,401k退休计划,31.02,False,10
1759992156.4980118,财务自由规划,28.68,False,10
1759992156.4980328,被动收入来源,30.17,False,10
1759992157.531561,股票分红税收,25.59,False,10
1759992157.531605,401k退休计划,24.65,False,10
1759992158.573822,财务自由规划,30.73,False,10
1759992158.5740511,如何提高信用分,30.10,False,10
1759992158.574583,ETF投资策略,31.20,False,10
1759992159.629589,股市技术分析,38.97,False,10
1759992159.630143,被动收入来源,37.54,False,10
1759992159.630241,如何提高信用分,40.64,False,10
1759992160.6674051,财务自由规划,28.56,False,10
1759992160.667448,财务自由规划,26.67,False,10
1759992160.667653,如何提高信用分,28.39,False,10
1759992161.715737,股市技术分析,33.67,False,10
1759992161.716164,股市技术分析,31.14,False,10
1759992161.716664,房贷利率比较,34.13,False,10
1759992162.7582421,复利公式计算,33.07,False,10
1759992162.759077,复利公式计算,33.34,False,10
1759992162.759305,401k退休计划,34.60,False,10
1759992163.804609,股票分红税收,32.22,False,10
1759992163.804638,被动收入来源,31.36,False,10
1759992163.8063412,信用卡债务管理,34.74,False,10
1759992164.849511,股票分红税收,27.67,False,10
1759992164.8497548,信用卡债务管理,32.01,False,10
1759992164.850037,财务自由规划,32.70,False,10
1759992165.894093,股市技术分析,28.71,False,10
1759992165.894355,如何提高信用分,30.90,False,10
1759992165.89458,股市技术分析,30.10,False,10
1759992166.9389591,股票分红税收,31.71,False,10
1759992166.939593,被动收入来源,31.13,False,10
1759992166.940608,401k退休计划,31.39,False,10
1759992167.9765608,如何提高信用分,25.07,False,10
1759992167.976886,房贷利率比较,24.98,False,10
1759992169.014197,信用卡债务管理,26.85,False,10
1759992169.014244,股票分红税收,28.81,False,10
1759992169.016104,房贷利率比较,29.34,False,10
1759992170.0598521,信用卡债务管理,29.67,False,10
1759992170.060138,ETF投资策略,28.12,False,10
1759992170.060361,股市技术分析,29.45,False,10
1759992171.107349,复利公式计算,30.65,False,10
1759992171.107696,如何提高信用分,34.18,False,10
1759992171.107921,信用卡债务管理,32.06,False,10
1759992172.147648,房贷利率比较,29.92,False,10
1759992172.147724,信用卡债务管理,32.13,False,10
1759992172.147706,401k退休计划,30.71,False,10
1759992173.2420611,ETF投资策略,80.45,False,10
1759992173.2421088,财务自由规划,78.85,False,10
1759992173.24242,财务自由规划,81.55,False,10
1759992174.2832031,股市技术分析,32.32,False,10
1759992174.283247,ETF投资策略,30.86,False,10
1759992174.2833128,信用卡债务管理,29.88,False,10
1759992175.327287,房贷利率比较,30.02,False,10
1759992175.3273458,401k退休计划,29.90,False,10
1759992175.327743,股票分红税收,31.68,False,10
1759992176.37406,401k退休计划,32.39,False,10
1759992176.3744462,被动收入来源,34.24,False,10
1759992176.374959,ETF投资策略,32.02,False,10
1759992177.4181361,被动收入来源,31.88,False,10
1759992177.418236,被动收入来源,32.04,False,10
1759992177.4186502,房贷利率比较,30.32,False,10
1759992178.5065222,信用卡债务管理,75.54,False,10
1759992178.507499,股市技术分析,75.67,False,10
1759992179.5493162,股票分红税收,29.51,False,10
1759992179.549346,复利公式计算,30.72,False,10
1759992179.550991,如何提高信用分,32.97,False,10
1759992180.591454,财务自由规划,30.64,False,10
1759992180.5916932,房贷利率比较,30.64,False,10
1759992180.593626,股市技术分析,33.90,False,10
1759992181.637792,财务自由规划,29.16,False,10
1759992181.6380439,被动收入来源,32.30,False,10
1759992181.638106,401k退休计划,30.68,False,10
1759992182.6842089,ETF投资策略,30.62,False,10
1759992182.684416,ETF投资策略,31.42,False,10
1759992182.68452,复利公式计算,32.55,False,10
1759992183.775875,401k退休计划,77.46,False,10
1759992183.776258,401k退休计划,75.99,False,10
1759992183.778326,复利公式计算,81.12,False,10
1759992184.824812,财务自由规划,34.97,False,10
1759992184.824863,如何提高信用分,33.22,False,10
1759992184.8249412,被动收入来源,32.26,False,10
1759992185.8692212,财务自由规划,32.08,False,10
1759992185.869729,房贷利率比较,31.62,False,10
1759992185.873167,如何提高信用分,34.64,False,10
1759992186.915379,ETF投资策略,31.58,False,10
1759992186.9155352,如何提高信用分,32.09,False,10
1759992186.9158258,股市技术分析,30.43,False,10
1759992187.959738,被动收入来源,34.25,False,10
1759992187.960168,复利公式计算,35.49,False,10
1759992187.960285,房贷利率比较,32.61,False,10
1759992189.0460842,复利公式计算,70.44,False,10
1759992189.0461462,财务自由规划,72.37,False,10
1759992190.0892212,房贷利率比较,31.86,False,10
1759992190.08933,信用卡债务管理,30.65,False,10
1759992190.0894122,复利公式计算,29.18,False,10
1759992191.1333199,房贷利率比较,29.91,False,10
1759992191.133632,股票分红税收,29.07,False,10
1759992191.133755,如何提高信用分,31.05,False,10
1759992192.176956,股票分红税收,29.91,False,10
1759992192.177096,信用卡债务管理,29.46,False,10
1759992192.177381,财务自由规划,32.24,False,10
1759992193.2240052,如何提高信用分,33.27,False,10
1759992193.224066,财务自由规划,32.17,False,10
1759992193.2243772,401k退休计划,32.48,False,10
1759992194.269506,股票分红税收,30.32,False,10
1759992194.2695591,信用卡债务管理,31.32,False,10
1759992194.269871,股票分红税收,30.26,False,10
1759992195.324662,如何提高信用分,39.12,False,10
1759992195.324942,股市技术分析,40.03,False,10
1759992195.3257,如何提高信用分,41.48,False,10
1759992196.36623,股市技术分析,29.31,False,10
1759992196.3705769,401k退休计划,34.64,False,10
1759992196.370614,ETF投资策略,33.87,False,10
1759992197.4188302,股市技术分析,32.47,False,10
1759992197.4190562,股市技术分析,35.01,False,10
1759992197.419132,复利公式计算,33.84,False,10
1759992198.461853,复利公式计算,29.46,False,10
1759992198.461921,财务自由规划,27.32,False,10
1759992198.462098,如何提高信用分,28.94,False,10
1759992199.5008059,信用卡债务管理,25.70,False,10
1759992199.500855,被动收入来源,26.05,False,10
1759992200.598264,如何提高信用分,84.80,False,10
1759992200.598311,信用卡债务管理,87.66,False,10
1759992200.598898,401k退休计划,88.72,False,10
1759992201.6528692,房贷利率比较,42.06,False,10
1759992201.652927,如何提高信用分,40.97,False,10
1759992201.653837,股票分红税收,39.65,False,10
1759992202.696061,信用卡债务管理,26.91,False,10
1759992202.696095,复利公式计算,29.15,False,10
1759992202.696257,财务自由规划,27.94,False,10
1759992203.7419379,股票分红税收,31.80,False,10
1759992203.741986,财务自由规划,32.73,False,10
1759992203.745457,股市技术分析,36.93,False,10
1759992204.787929,401k退休计划,27.69,False,10
1759992204.787989,财务自由规划,28.95,False,10
1759992204.7882051,如何提高信用分,30.06,False,10
1759992205.862251,复利公式计算,58.70,False,10
1759992205.862304,股票分红税收,60.46,False,10
1759992205.8625212,财务自由规划,58.03,False,10
1759992206.902197,复利公式计算,30.00,False,10
1759992206.902424,股票分红税收,31.38,False,10
1759992206.902555,如何提高信用分,31.39,False,10
1759992207.953262,信用卡债务管理,42.62,False,10
1759992207.953311,股票分红税收,39.94,False,10
1759992207.957012,股市技术分析,43.12,False,10
1759992209.009599,401k退休计划,34.59,False,10
1759992209.009631,财务自由规划,38.78,False,10
1759992209.0102022,被动收入来源,38.23,False,10
1759992210.0577972,被动收入来源,37.68,False,10
1759992210.058055,复利公式计算,36.79,False,10
1759992211.1539252,401k退休计划,82.88,False,10
1759992211.153981,股市技术分析,82.44,False,10
1759992211.154619,ETF投资策略,84.40,False,10
1759992212.193745,如何提高信用分,29.30,False,10
1759992212.194231,401k退休计划,30.44,False,10
1759992212.194294,复利公式计算,27.22,False,10
1759992213.239649,复利公式计算,31.67,False,10
1759992213.239677,被动收入来源,32.49,False,10
1759992213.239823,信用卡债务管理,30.50,False,10
1759992214.286933,房贷利率比较,34.74,False,10
1759992214.286988,复利公式计算,33.45,False,10
1759992214.287123,房贷利率比较,33.88,False,10
1759992215.327848,股票分红税收,27.38,False,10
1759992215.3281002,复利公式计算,28.13,False,10
1759992215.328282,股票分红税收,28.27,False,10
1759992216.408501,股市技术分析,67.10,False,10
1759992216.4087958,复利公式计算,66.25,False,10
1759992216.40909,被动收入来源,66.97,False,10
1759992217.450093,股票分红税收,29.67,False,10
1759992217.450669,被动收入来源,29.65,False,10
1759992217.45094,房贷利率比较,31.09,False,10
1759992218.4934778,信用卡债务管理,31.58,False,10
1759992218.494553,股票分红税收,34.47,False,10
1759992218.495711,被动收入来源,36.60,False,10
1759992219.5358431,股票分红税收,24.76,False,10
1759992219.53988,ETF投资策略,30.72,False,10
1759992219.540789,ETF投资策略,32.68,False,10
1759992220.580009,股票分红税收,25.42,False,10
1759992220.580277,如何提高信用分,26.29,False,10
1759992221.623152,被动收入来源,29.67,False,10
1759992221.623223,股票分红税收,29.04,False,10
1759992221.623352,股票分红税收,29.96,False,10
1759992222.664286,股市技术分析,28.96,False,10
1759992222.664356,401k退休计划,28.69,False,10
1759992222.6645918,如何提高信用分,28.84,False,10
1759992223.707654,股票分红税收,30.31,False,10
1759992223.708124,房贷利率比较,30.17,False,10
1759992223.708189,财务自由规划,32.12,False,10
1759992224.750457,401k退休计划,28.69,False,10
1759992224.7505338,股市技术分析,29.42,False,10
1759992224.7507799,股市技术分析,30.68,False,10
1759992225.794135,ETF投资策略,36.08,False,10
1759992225.794373,401k退休计划,34.06,False,10
1759992225.794474,复利公式计算,35.86,False,10
1759992226.839477,信用卡债务管理,31.98,False,10
1759992226.839531,信用卡债务管理,29.92,False,10
1759992226.839827,如何提高信用分,31.30,False,10
1759992227.880836,财务自由规划,25.69,False,10
1759992227.88163,被动收入来源,28.55,False,10
1759992227.882043,房贷利率比较,28.88,False,10
1759992228.924011,被动收入来源,29.60,False,10
1759992228.924453,如何提高信用分,30.91,False,10
1759992228.9246101,股票分红税收,31.98,False,10
1759992229.9652889,股票分红税收,28.46,False,10
1759992229.965814,房贷利率比较,30.43,False,10
1759992229.9658618,401k退休计划,27.14,False,10
1759992231.00739,房贷利率比较,28.19,False,10
1759992231.007673,如何提高信用分,29.20,False,10
1759992232.1517298,财务自由规划,88.57,False,10
1759992232.152819,如何提高信用分,91.82,False,10
1759992232.1542,房贷利率比较,88.11,False,10
1759992233.2702222,复利公式计算,97.35,False,10
1759992233.272565,股票分红税收,99.22,False,10
1759992233.272609,股市技术分析,99.80,False,10
1759992234.319187,401k退休计划,31.97,False,10
1759992234.319757,401k退休计划,30.41,False,10
1759992234.319884,房贷利率比较,32.17,False,10
1759992235.3773499,股票分红税收,42.46,False,10
1759992235.377671,401k退休计划,40.70,False,10
1759992235.37772,房贷利率比较,39.63,False,10
1759992236.447912,股市技术分析,48.98,False,10
1759992236.4480221,复利公式计算,52.49,False,10
1759992236.448144,股票分红税收,48.99,False,10
1759992237.5242062,复利公式计算,53.77,False,10
1759992237.5251882,复利公式计算,49.65,False,10
1759992237.525826,ETF投资策略,54.47,False,10
1759992238.594879,财务自由规划,50.53,False,10
1759992238.59565,401k退休计划,53.68,False,10
1759992238.595707,被动收入来源,52.92,False,10
1759992239.667074,401k退休计划,53.71,False,10
1759992239.667199,如何提高信用分,52.86,False,10
1759992239.667567,如何提高信用分,52.27,False,10
1759992240.788108,信用卡债务管理,97.68,False,10
1759992240.788167,房贷利率比较,96.73,False,10
1759992240.788199,房贷利率比较,100.72,False,10
1759992241.8479822,401k退休计划,41.89,False,10
1759992241.848625,401k退休计划,38.81,False,10
1759992242.916424,股市技术分析,49.56,False,10
1759992242.916477,ETF投资策略,48.17,False,10
1759992242.916526,股市技术分析,50.99,False,10
1759992243.978855,股市技术分析,48.19,False,10
1759992243.979479,复利公式计算,49.82,False,10
1759992243.980043,被动收入来源,48.52,False,10
1759992245.1305568,房贷利率比较,131.90,False,10
1759992245.13242,401k退休计划,133.05,False,10
1759992245.135625,房贷利率比较,134.56,False,10
1759992246.18829,股票分红税收,41.53,False,10
1759992246.188652,信用卡债务管理,42.83,False,10
1759992246.188834,股票分红税收,38.56,False,10
1759992247.2453492,股票分红税收,39.29,False,10
1759992247.24542,财务自由规划,37.34,False,10
1759992247.245454,财务自由规划,39.83,False,10
1759992248.305675,被动收入来源,41.90,False,10
1759992248.3060129,信用卡债务管理,43.47,False,10
1759992248.306199,财务自由规划,45.47,False,10
1759992249.3552692,房贷利率比较,36.28,False,10
1759992249.355573,401k退休计划,35.41,False,10
1759992249.355721,房贷利率比较,37.69,False,10
1759992250.5454972,股市技术分析,81.57,False,10
1759992250.5455308,房贷利率比较,84.55,False,10
1759992250.545838,401k退休计划,85.75,False,10
1759992251.605702,401k退休计划,42.93,False,10
1759992251.605752,股票分红税收,44.61,False,10
1759992251.608119,复利公式计算,42.66,False,10
1759992252.646015,信用卡债务管理,26.79,False,10
1759992252.6465752,信用卡债务管理,23.64,False,10
1759992253.716935,401k退休计划,50.30,False,10
1759992253.717349,信用卡债务管理,52.78,False,10
1759992253.717419,被动收入来源,52.19,False,10
1759992254.77873,复利公式计算,40.68,False,10
1759992254.7787678,股市技术分析,42.18,False,10
1759992254.778807,被动收入来源,44.35,False,10
1759992255.851024,被动收入来源,53.70,False,10
1759992255.851093,财务自由规划,52.08,False,10
1759992255.8532648,如何提高信用分,52.70,False,10
1759992256.915379,401k退休计划,44.98,False,10
1759992256.915446,复利公式计算,46.72,False,10
1759992256.915502,股市技术分析,48.48,False,10
1759992257.9827788,信用卡债务管理,49.69,False,10
1759992257.982843,如何提高信用分,45.31,False,10
1759992257.982964,如何提高信用分,47.74,False,10
1759992259.047153,信用卡债务管理,50.06,False,10
1759992259.0480452,财务自由规划,48.54,False,10
1759992259.048159,如何提高信用分,52.98,False,10
1759992260.11489,股票分红税收,46.96,False,10
1759992260.115505,财务自由规划,46.15,False,10
1759992260.118075,ETF投资策略,51.52,False,10
1759992261.1804821,复利公式计算,43.89,False,10
1759992261.18165,信用卡债务管理,47.17,False,10
1759992261.182358,401k退休计划,46.95,False,10
1759992262.247585,股市技术分析,46.61,False,10
1759992262.247655,ETF投资策略,45.46,False,10
1759992262.2477329,房贷利率比较,49.28,False,10
1759992263.293626,复利公式计算,32.36,False,10
1759992263.293673,ETF投资策略,32.13,False,10
1759992264.481121,复利公式计算,170.10,False,10
1759992264.481966,房贷利率比较,169.16,False,10
1759992264.482042,401k退休计划,173.26,False,10
1759992265.647278,房贷利率比较,139.69,False,10
1759992265.650753,401k退休计划,148.96,False,10
1759992265.6567192,如何提高信用分,145.75,False,10
1759992266.729455,401k退休计划,56.01,False,10
1759992266.73304,复利公式计算,59.01,False,10
1759992266.734145,复利公式计算,57.39,False,10
